23.7587858744, 37.493408629
23.17958227, 37.4763890435
23.2946490237, 37.3817933883
23.8451524632, 37.5177697128
23.6136550044, 37.191335476
23.3162565799, 37.8571787795
23.0944514884, 37.5159853211
23.4156023878, 37.0385438074
23.4142931008, 37.3374627281
23.3491630495, 37.6086281075
23.3186040306, 37.276149522
23.4234680452, 37.6595790431
23.7046370719, 37.975813412
23.369955113, 37.9024378314
23.923074879, 37.7186988008
23.7892956564, 37.6801812496
23.7565128245, 37.1136750617
23.3757330657, 37.2081821961
23.7501925158, 37.3208991913
23.9367928863, 37.2206526495
23.6570575447, 37.3445489253
23.3844871221, 37.7107677509
23.4878275973, 37.4718102744
23.3667024441, 37.7285634549
23.994244878, 37.0551598679
23.8834556802, 37.4052541467
23.2422096122, 37.3878210782
23.7797822577, 37.9744079211
23.3123237531, 37.1538654265
23.5641582894, 37.6518512579
23.2235816438, 37.835326074
23.7862541599, 37.0631237193
23.0550499635, 37.3030973784
23.7355914989, 37.1696449309
23.3853787804, 37.8172576992
23.5379128595, 37.7081316064
23.5981136677, 37.2454653457
23.6557267424, 37.487400805
23.0784910741, 37.1793795653
23.3673989832, 37.8984601285
23.7191258467, 37.3708372672
23.8918998952, 37.5732351092
23.5122789125, 37.2006127294
23.867338082, 37.7579833973
23.7875650913, 37.3411779844
23.0800749797, 37.1872064253
23.0261960638, 37.3271205154
23.512573176, 37.9563950159
23.3096394713, 37.202353653
23.9939870213, 37.625105448
23.8941774833, 37.8762451284
23.0159623746, 37.7787824116
23.9512198945, 37.181951079
23.2167166581, 37.3923054582
23.1844751372, 37.6916998757
23.6504969122, 37.817379001
23.6110257825, 37.650932548
23.8839365788, 37.4840294929
23.7393629841, 37.5441051681
23.2975287661, 37.2756441135
23.4608778559, 37.5050496271
23.836728869, 37.3643367733
23.0966778076, 37.6382588652
23.7976157152, 37.124689966
23.1444531563, 37.1974993718
23.0458338572, 37.3267198864
23.8396626181, 37.5060878814
23.9731618417, 37.9548828382
23.8293063579, 37.5491543938
23.9039192785, 37.1146809896
23.1469689281, 37.5430170853
23.9368657316, 37.6563898459
23.7386178622, 37.3480026226
23.8924744489, 37.8150959729
23.7102688067, 37.2952257533
23.5217244883, 37.3152922654
23.5412152277, 37.8998098199
23.7959555123, 37.63565643
23.1069376572, 37.9497617475
23.7924448839, 37.8348075724
23.838588447, 37.266482967
23.186432183, 37.3921397702
23.2341563519, 37.9484232901
23.423623032, 37.2265160689
23.2206581644, 37.8366977321
23.1386811597, 37.6284243721
23.3949626893, 37.7719741569
23.6500630897, 37.9031741377
23.4774107817, 37.6894445089
23.6447086198, 37.0176138647
23.1047670962, 37.8408867586
23.4085652269, 37.7223281918
23.659148774, 37.7851798932
23.747442705, 37.7833435238
23.6233453815, 37.1804307468
23.6154027913, 37.5875874382
23.0433988343, 37.9777749477
23.4685820587, 37.4722899226
23.4791650616, 37.1415053413
23.3919003306, 37.5796598045
23.9781958793, 37.7989215956
23.3923892102, 37.4690001741
23.8643791351, 37.9469127978
23.0797327109, 37.6823929379
23.1491367269, 37.2433678742
23.4087154798, 37.1109600632
23.1893152057, 37.0315570795
23.1320259622, 37.5029951851
23.9870489864, 37.6322567052
23.8206275962, 37.5693292233
23.4420173814, 37.3272939246
23.9164323533, 37.419765329
23.2869222614, 37.2319612069
23.2894272144, 37.1347904253
23.8266309603, 37.1439806926
23.3774670151, 37.5867106324
23.5410219069, 37.7280105035
23.4852321997, 37.3864261998
23.9217337614, 37.38363165
23.1881648268, 37.9175918594
23.3755313682, 37.103620172
23.7440045705, 37.7292422401
23.7599517935, 37.0029699863
23.1128689644, 37.7504973475
23.1724103335, 37.1077244472
23.8149444217, 37.1914722466
23.4411265847, 37.6573074391
23.7864743274, 37.3762726236
23.7219976606, 37.9042469565
23.8750617141, 37.0338015299
23.3957350978, 37.565794616
23.4926619906, 37.0886633984
23.7829414176, 37.7379641611
23.9586231897, 37.7736206391
23.5955990945, 37.8192689562
23.4978211827, 37.7608717876
23.0208780143, 37.7691993689
23.507220817, 37.2372770957
23.8194513728, 37.4815782594
23.6214287681, 37.3151724406
23.7197532549, 37.4573497072
23.814875685, 37.4373752306
23.4941933722, 37.9614716715
23.8017578648, 37.4411836291
23.9423142805, 37.8137325989
23.6240421019, 37.3275404951
23.6347589741, 37.6580877671
23.4622320489, 37.5645070083
23.8171076012, 37.0362015298
23.669167986, 37.1026210955
23.4620374978, 37.2870809701
23.0838450187, 37.281104738
23.5523827736, 37.9250525971
23.592586805, 37.2824968493
23.5442969499, 37.4206137666
23.1345643676, 37.4489121848
23.0502817184, 37.6513542136
23.1920444971, 37.1367650587
23.991921121, 37.3848965589
23.7515019033, 37.5394032243
23.2568579809, 37.8502966085
23.7998736646, 37.5202354006
23.6919246663, 37.4184435245
23.622791259, 37.9141461242
23.8693418251, 37.0802357037
23.6570408085, 37.7515331093
23.1176551618, 37.4437744894
23.2745181361, 37.6641187321
23.0930932109, 37.9298167542
23.4536603182, 37.5507075839
23.0962433863, 37.7026527431
23.079126519, 37.5280309015
23.2157703459, 37.6314009276
23.3810243744, 37.4892049565
23.0829526573, 37.7358198465
23.9560689337, 37.7804020565
23.0997466555, 37.7215014639
23.8070343678, 37.2940334507
23.7870415537, 37.3951939871
23.3137172042, 37.8965817942
23.4046399206, 37.0836587055
23.5810428086, 37.6219827674
23.4558689695, 37.1596191651
23.0964649947, 37.6483349205
23.744352453, 37.1049457577
23.4915939787, 37.157996444
23.855269603, 37.4235934298
23.0859030494, 37.3691906382
23.0871766884, 37.3817342959
23.5919515271, 37.2783381721
23.8879705481, 37.1192206879
23.3420993101, 37.5597122125
23.1605177912, 37.6960026752
23.3784783976, 37.7738866623
23.288186177, 37.2002566501
23.6811700627, 37.7099821517
23.4178325093, 37.0563718172
23.7019487647, 37.709438162
23.9330641079, 37.7573052252
23.2159889613, 37.172178099
23.5344575018, 37.2533987619
23.8413683689, 37.7726084838
23.6590872919, 37.2818330965
23.4434176023, 37.8164736477
23.7245342113, 37.8395069581
23.0728516862, 37.4213739019
23.55213903, 37.5589913762
23.7840098151, 37.2779343959
23.2182330493, 37.2264016386
23.4840623179, 37.1850205204
23.8161081197, 37.114044007
23.8769248841, 37.5076178406
23.4380006738, 37.5884001258
23.8671623534, 37.692002124
23.3431439148, 37.7166844621
23.2169259724, 37.0790328914
23.668804559, 37.1210380913
23.9886805482, 37.8067920616
23.63031292, 37.4239271657
23.6625626147, 37.5458757687
23.015831622, 37.2173460834
23.2121420309, 37.1862345151
23.5118016367, 37.8116915509
23.0958785774, 37.4262181332
23.4463201893, 37.7823881478
23.3794919388, 37.040840943
23.1481376638, 37.4920142019
23.7534415756, 37.3964699059
23.1323394552, 37.4068531318
23.9148955464, 37.9460331811
23.6148486045, 37.3778752049
23.4907361173, 37.7268288868
23.914531493, 37.8336066606
23.7634669563, 37.5910928271
23.721327607, 37.526285959
23.7242073981, 37.6128686806
23.3911896493, 37.3410145025
23.3581049477, 37.2969859163
23.640056535, 37.8981586419
23.3677363616, 37.0011013489
23.4701691499, 37.7572197243
23.9693727211, 37.8808784193
23.056953949, 37.3251425725
23.5838298268, 37.2408274153
23.3857159695, 37.2146076714
23.2854791714, 37.0053050692
23.2121424965, 37.5315330072
23.9091220183, 37.0934467942
23.031636121, 37.4452013736
23.5339914203, 37.926309269
23.4264674969, 37.7873678951
23.8514969689, 37.4196808486
23.5075566022, 37.1866772697
23.4432548779, 37.9599158623
23.4470943584, 37.6929537836
23.6672139154, 37.3438016983
23.6169405962, 37.1495138865
23.2085851058, 37.3706719749
23.1779738606, 37.9787409318
23.391819336, 37.3678631423
23.242721319, 37.0471822948
23.0632755315, 37.7112458869
23.7748266575, 37.3990928342
23.8344444446, 37.976153301
23.7185025193, 37.5997699322
23.1166838406, 37.2031237718
23.0638383346, 37.8254112084
23.0430791015, 37.2452420187
23.6691888493, 37.8998909647
23.5368024924, 37.1224871304
23.8023495619, 37.8550904741
23.2574112669, 37.7019161022
23.747434864, 37.7881630139
23.6377507869, 37.0412614608
23.8913148432, 37.0021367024
23.4641000843, 37.0837459765
23.0120055143, 37.3414844511
23.8704553376, 37.9597868001
23.507241895, 37.4149278413
23.3734910056, 37.4930415152
23.6366207243, 37.2507310779
23.2076305018, 37.8027098949
23.7854364523, 37.3941566487
23.8445315271, 37.6962842014
23.2425126831, 37.1451967931
23.5318444877, 37.9610297097
23.5725611662, 37.3600077505
23.5853485406, 37.6463181419
23.7100005991, 37.3480301906
23.8123598883, 37.2841523959
23.891841279, 37.5533949508
23.4705568039, 37.1752137836
23.0448531548, 37.5085956745
23.3758166721, 37.7412488583
23.6668570903, 37.2541926884
23.0586804019, 37.5860708128
23.1375621092, 37.9548807888
23.3637041282, 37.7327169083
23.4439468129, 37.3243648641
23.7910924796, 37.5352481012
23.1383163506, 37.743648536
23.9953334368, 37.6898100995
23.5482134525, 37.4949093612
23.7081128502, 37.9655442944
23.2076182047, 37.9578040547
23.0304642321, 37.45797834
23.467779057, 37.4091310536
23.0488786499, 37.070284938
23.2744618973, 37.5656425453
23.3121345045, 37.6501656455
23.5192754475, 37.3493710549
23.514701262, 37.8143712565
23.7061160168, 37.0200793792
23.4915049668, 37.7314433975
23.741688542, 37.6560623176
23.1045862699, 37.6967535623
23.7626335017, 37.9321228337
23.099688653, 37.9837835964
23.3917692082, 37.1591208604
23.3614691443, 37.6677413686
23.8105479525, 37.2257026474
23.0752407518, 37.8479105677
23.0725289592, 37.2846455438
23.484946751, 37.7593979414
23.714367706, 37.6829101798
23.7642575025, 37.9032053148
23.3837508742, 37.4958548469
23.2401749154, 37.5773982011
